#,Prefectural Development Bureau,AMeDAS station number,"Surface station station number (in the data,  it has 47 at the beginning)",Type,Type of Observation Instrument,Observation_Precipitation,Observation_Temperature,Observation_wind_direction,Wind Speed,Relative humidity,Sunshine hours (ES is estimated from meteorological satellite data),Observation_Depth of snowfall,Station name_Roman alphabet,Latitude (degree),Latitude (minutes),Longitude(degree),Longitude (minutes),Height above sea level (m),Height of anemometer (m),Height of thermometer (m),Observation start date,Observation end date,Remark 1,Remark 2
143,KUSHIRO,19261,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,NAKATESHIBETSU,43,11.9,144,8.5,80,10,1.5,#1977.10.7,-,19925,湿度を除く
144,KUSHIRO,19281,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TORO,43,8.9,144,29.8,25,-,-,1983.8.2,-,-,-
145,KUSHIRO,19301,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,CHANAIGENYA,43,10.4,144,58,70,-,-,1984.10.1,-,-,-
146,KUSHIRO,19311,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,SAKAKIMACHI,43,7.2,145,6.6,2,9.6,1.5,1977.10.12,-,-,-
147,KUSHIRO,19346,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,AKANDAI,43,6.8,144,7.4,40,-,-,#,-,-,-
148,KUSHIRO,19347,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,Y,TSURUOKA,43,2.4,144,11.5,95,10,-,2003.1.1,-,19935,日照・湿度・気圧を除く
149,KUSHIRO,19376,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,OTA,43,5.4,144,46.7,85,10,1.5,1977.10.11,-,19930,湿度を除く
150,KUSHIRO,19406,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,FUTAMATA,42,58.3,143,52.5,45,-,-,1976.6.29,-,-,-
151,KUSHIRO,19416,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,SHIRANUKA,42,58.2,144,3.7,9,10,1.5,#1977.10.5,-,19940,湿度を除く
152,KUSHIRO,19432,47418,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,KUSHIRO,42,59.1,144,22.6,5,66.1,-,2000.10.5,-,19950,-
153,KUSHIRO,19451,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,CHIPPOMANAI,42,56.3,144,44.1,149,10.1,1.5,1978.10.27,-,-,-
154,TOKACHI,20047,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,MITSUMATA,43,30.6,143,8.9,660,-,-,2005.11.9,-,-,-
155,TOKACHI,20071,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,SHOTOSHIBETSU,43,35.3,143,40.8,313,-,-,1983.8.2,-,-,-
156,TOKACHI,20146,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,RIKUBETSU,43,28.3,143,45.2,210,10,1.5,#1977.10.21,-,20900,-
157,TOKACHI,20186,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,NUKABIRA,43,22,143,11.5,540,9.9,1.5,1976.4.1,-,20910,-
158,TOKACHI,20202,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KASHIWAKURA,43,21.7,143,27.5,378,-,-,1983.8.2,-,-,-
159,TOKACHI,20222,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KAMIRAWAN,43,19.1,143,48.1,232,-,-,1983.10.5,-,-,-
160,TOKACHI,20266,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,KAMISHIHORO,43,14.5,143,17.7,287,10.1,1.5,#1977.10.20,-,20920,-
161,TOKACHI,20276,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,ASHORO,43,14.6,143,33.2,90,10,1.5,#1977.10.21,-,-,湿度を除く
162,TOKACHI,20331,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,OSHOPPU,43,6.9,143,26.6,104,-,-,1983.8.2,-,-,-
163,TOKACHI,20341,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,HOMBETSU,43,7.9,143,36,67,10,1.5,#1976.3.10,-,20935,-
164,TOKACHI,20356,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,SHINTOKU,43,4.6,142,50.4,178,10,1.5,#1977.10.24,-,20930,湿度を除く
165,TOKACHI,20361,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,SHIKAOI,43,6.2,142,59.7,206,8,1.5,#1978.10.30,-,-,湿度を除く
166,TOKACHI,20371,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,KOMABA,43,3,143,11,112,10,1.5,1977.10.20,-,-,湿度を除く
167,TOKACHI,20421,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,MEMURO,42,54,143,2.6,90,10,1.5,#1977.10.24,-,20940,湿度を除く
168,TOKACHI,20432,47417,M,Ground Weather Observation Equipment,Y,Y,N,N,N,Y,Y,OBIHIRO,42,55.3,143,12.7,38,-,-,1998.1.28,-,20943,気温、雨
169,TOKACHI,20432,47417,M,Ground Weather Observation Equipment,N,N,Y,Y,N,Y,Y,OBIHIRO,42,54.5,143,13.4,45,11.2,-,1998.1.28,-,-,風、日照
170,TOKACHI,20441,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,IKEDA,42,55.2,143,27.5,42,10,1.5,#1977.10.26,-,-,湿度を除く
171,TOKACHI,20451,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,RUSHIN,42,55,143,39.7,40,-,-,1984.10.1,-,-,-
172,TOKACHI,20506,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,URAHORO,42,48.5,143,39.4,20,8.3,1.5,#1977.10.27,-,20945,湿度を除く
173,TOKACHI,20551,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,Y,OBIHIRO-IZUMI,42,44,143,13,149,10,-,2003.1.1,-,20955,日照・湿度・気圧を除く
174,TOKACHI,20556,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,NUKANAI,42,47.2,143,19.7,70,10,1.5,1978.10.30,-,-,湿度を除く
175,TOKACHI,20601,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,KAMISATSUNAI,42,38.5,143,5.8,251,10,1.5,1977.10.25,-,20950,湿度を除く
176,TOKACHI,20606,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SARABETSU,42,39.1,143,11.7,185,10,1.5,1977.10.25,-,-,湿度を除く
177,TOKACHI,20631,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,OTSU,42,41.2,143,38.8,4,10,1.5,1977.10.27,-,-,湿度を除く
178,TOKACHI,20696,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,TAIKI,42,30,143,16.4,87,10,1.5,#1977.10.26,-,20960,湿度を除く
179,TOKACHI,20751,47440,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,HIRO-O,42,17.6,143,19,32,20.1,-,#1975.12.19,-,20965,-
180,IBURI,21031,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,Y,ABIRA,42,48.8,141,49.7,32,-,-,#,-,21900,-
181,IBURI,21111,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,ATSUMA,42,43.8,141,53.3,20,10,1.5,#1977.10.5,-,-,湿度を除く
182,IBURI,21126,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,HOBETSU,42,45.7,142,8.6,56,10,1.5,#1977.10.5,-,21905,湿度を除く
183,IBURI,21161,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,OTAKI,42,40.2,141,4.7,390,10,2.5,(1975.6.3)1977.10.7,-,21910,湿度を除く
184,IBURI,21171,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,MORINO,42,37.8,141,14.8,170,10,1.5,#1977.10.27,-,-,湿度を除く
185,IBURI,21187,47424,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,TOMAKOMAI,42,37.4,141,32.8,6,20.2,-,1988.6.25,-,21913,-
186,IBURI,21226,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,OKISHI,42,35.4,140,38.6,4,10.1,1.5,#1977.10.11,-,21915,-
187,IBURI,21237,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TOYAKOONSEN,42,33.9,140,48.4,85,-,-,1978.12.8,-,-,-
188,IBURI,21251,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KARURUSU,42,31,141,6.4,300,-,-,1985.7.31,-,-,-
189,IBURI,21261,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,SHIRAOI,42,32.6,141,21.1,6,6.5,1.5,#1977.10.6,-,21920,湿度を除く
190,IBURI,21276,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,MUKAWA,42,35.4,141,56,10,10,1.5,#1978.10.26,-,-,湿度を除く
191,IBURI,21297,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,DATE,42,28.5,140,50.9,3,10,1.5,#1977.10.11,-,-,湿度を除く
192,IBURI,21312,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,NOBORIBETSU,42,27.5,141,7.1,197,10,1.5,#1983.8.10,-,21925,湿度を除く
193,IBURI,21323,47423,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,MURORAN,42,18.7,140,58.5,40,18.4,-,#1985.7.1,-,21930,-
194,HIDAKA,22036,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,HIDAKA,42,52.6,142,26.5,280,10,1.5,1977.10.19,-,22900,湿度を除く
195,HIDAKA,22072,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,NISEU,42,46.3,142,21.5,150,-,-,1985.9.25,-,-,-
196,HIDAKA,22106,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,Y,ASAHI,42,37.7,142,23.6,245,-,-,1985.9.26,-,22906,-
197,HIDAKA,22141,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,HIDAKA-MOMBETSU,42,29.8,142,3.2,47,9.9,1.5,#1976.3.11,-,-,-
198,HIDAKA,22156,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SHINWA,42,32.6,142,20,60,10,1.9,#1977.10.18,-,-,湿度を除く
199,HIDAKA,22206,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,SASAYAMA,42,26,142,28.9,110,-,-,1987.10.6,-,-,-
200,HIDAKA,22241,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,SHIZUNAI,42,20.6,142,21.7,10,9.9,1.5,#1977.10.17,-,22920,-
201,HIDAKA,22291,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,MITSUISHI,42,14.7,142,39.7,10,10,1.5,1977.10.17,-,-,湿度を除く
202,HIDAKA,22306,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,NAKAKINEUSU,42,13.4,142,56.9,98,10,1.5,1978.10.31,-,22910,湿度を除く
203,HIDAKA,22327,47426,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,URAKAWA,42,9.7,142,46.6,37,18.1,-,#1983.3.1,-,22913,-
204,HIDAKA,22356,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,Y,MEGURO,42,7.7,143,18.7,7,-,-,1978.8.30,-,22915,-
205,HIDAKA,22366,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HOROMAN,42,4.6,143,2.1,0,-,-,1978.7.14,-,-,-
206,HIDAKA,22391,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,ERIMOMISAKI,41,55.5,143,14.6,63,8.1,1.5,1978.12.27,-,-,-
207,OSHIMA,23031,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,OSHAMAMBE,42,31.4,140,22.9,10,10,1.5,#1977.10.12,-,23900,湿度を除く
208,OSHIMA,23086,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,YAKUMO,42,15.1,140,16.3,8,10,1.5,#1977.10.12,-,23905,湿度を除く
209,OSHIMA,23166,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,MORI,42,4,140,35.3,125,8,1.5,2002.3.1,-,23925,湿度を除く
210,OSHIMA,23191,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,Y,ONUMA,41,58.6,140,42.9,165,-,-,#,-,23910,-
211,OSHIMA,23206,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,MINAMIKAYABE,41,54.3,140,58.2,25,10.1,1.5,#1977.10.13,-,-,-
212,OSHIMA,23226,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,ONO,41,53.2,140,39.2,25,10,1.5,#1977.10.13,-,-,湿度を除く
213,OSHIMA,23232,47430,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,HAKODATE,41,49,140,45.2,35,25.9,-,1992.7.23,-,23915,-
214,OSHIMA,23281,47891,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,Y,TAKAMATSU,41,46.2,140,49.3,34,10,-,2003.1.1,-,23930,日照・湿度・気圧を除く
215,OSHIMA,23291,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TOI,41,43,141,0.2,20,-,-,2003.3.20,-,-,-
216,OSHIMA,23321,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,SHIRIUCHI,41,35.9,140,22.5,24,-,-,2004.10.1,-,-,-
217,OSHIMA,23326,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,KIKONAI,41,40.8,140,26.2,10,9.9,1.5,(1975.4.18)1977.10.14,-,-,-
218,OSHIMA,23356,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,Y,SENGEN,41,33.5,140,16.3,100,-,-,1978.7.19,-,23920,-
219,OSHIMA,23376,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,MATSUMAE,41,25.4,140,5.2,30,10.1,1.5,#1977.10.14,-,-,-
220,OSHIMA,24141,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,KUMAISHI,42,7.7,139,59.1,12,10,1.5,#1977.10.18,-,24905,湿度を除く
221,HIYAMA,24041,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SETANA,42,27,139,51.1,10,10,1.5,#1977.10.19,-,-,湿度を除く
222,HIYAMA,24051,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,IMAKANE,42,25.7,140,0.5,19,10,1.5,#1977.10.19,-,24900,湿度を除く
223,HIYAMA,24101,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,OKUSHIRI,42,14.9,139,33.4,5,9.9,1.5,2000.1.28,-,-,-
224,HIYAMA,24156,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,N,YONEOKA,42,4.3,139,25.9,49,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
225,HIYAMA,24166,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,SHIOMI,42,2.3,140,5.3,50,-,-,#,-,-,-
226,HIYAMA,24201,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,UZURA,41,55.8,140,18.7,53,10,1.5,1977.10.18,-,24910,湿度を除く
227,HIYAMA,24217,47428,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,ESASHI,41,52,140,7.4,4,19.5,-,1979.8.30,-,24915,-
228,HIYAMA,24236,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,ISHIZAKI,41,42,140,1.7,5,-,-,1977.10.20,-,-,-
229,AOMORI,31001,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,OMA,41,31.6,140,54.7,14,10,2,(1975.5.24)1976.11.24,-,31900,湿度を除く
230,AOMORI,31036,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,YUNOKAWA,41,18.8,140,57.4,162,-,-,2005.10.21,-,-,-
231,AOMORI,31111,47576,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,MUTSU,41,17,141,12.6,3,11.1,-,#1975.12.10,-,31903,-
232,AOMORI,31121,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,ODANOSAWA,41,14.1,141,23.8,6,10,1.5,1976.11.22,-,-,湿度を除く
233,AOMORI,31136,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,IMABETSU,41,10.8,140,28.9,30,10,1.5,(1975.5.21)1976.11.16,-,31905,湿度を除く
234,AOMORI,31156,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,WAKINOSAWA,41,8.7,140,49.3,15,10,1.5,1976.11.25,-,31940,湿度を除く
235,AOMORI,31186,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,SHIURA,41,3.4,140,20.8,20,9.9,2.1,1976.11.18,-,-,-
236,AOMORI,31201,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KANITA,41,2.7,140,38,5,8.2,1.5,#1976.11.17,-,-,湿度を除く
237,AOMORI,31296,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,GOSHOGAWARA,40,48.5,140,27.5,9,9.9,2,#1976.11.19,-,31910,-
238,AOMORI,31312,47575,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,AOMORI,40,49.3,140,46.1,3,31.8,-,1989.12.1,-,31913,-
239,AOMORI,31321,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,YAMATOYAMA,40,50.9,140,59.1,137,-,-,1975.5.24,-,-,-
240,AOMORI,31332,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,NOHEJI,40,53.1,141,9.6,14,10,2,19900.11.21,-,31916,湿度を除く
241,AOMORI,31336,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,ROKKASHO,40,53.1,141,16.3,80,8.3,2,1982.9.22,-,-,湿度を除く
242,AOMORI,31366,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,AJIGASAWA,40,46.6,140,12.3,40,10.1,2,#1976.11.22,-,31945,-
243,AOMORI,31386,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,Y,AOMORI-OTANI,40,44,140,41.3,198,10,-,2003.1.1,-,31965,日照・湿度・気圧を除く
244,AOMORI,31411,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,SHICHINOHE,40,42.5,141,7.7,57,-,-,1977.9.22,-,-,-
245,AOMORI,31436,47574,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,FUKAURA,40,38.7,139,55.9,66,22.2,-,#1975.3.22,-,31923,-
246,AOMORI,31451,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,DAKE,40,37.7,140,15.8,438,-,-,1976.7.26,-,-,-
247,AOMORI,31461,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,HIROSAKI,40,36.7,140,27.3,30,10,2,#1976.3.5,-,31920,-
248,AOMORI,31466,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KUROISHI,40,40,140,35.1,30,10,2,#1976.11.22,-,-,湿度を除く
249,AOMORI,31482,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,SUKAYU,40,38.9,140,50.9,890,10,6,(1975.11.27)1976.11.15,-,31925,湿度を除く
250,AOMORI,31506,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,MISAWA,40,40.5,141,22.5,39,8.1,1.5,#1976.11.15,-,-,湿度を除く
251,AOMORI,31551,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,OWANI,40,31.8,140,33.3,63,-,-,19902.12.6,-,-,-
252,AOMORI,31562,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,NURUKAWA,40,30.9,140,47,404,-,-,1983.9.13,-,-,-
253,AOMORI,31586,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,TOWADA,40,36.4,141,14,55,10,1.5,#1976.11.16,-,31950,湿度を除く
254,AOMORI,31602,47581,M,Ground Weather Observation Equipment,Y,Y,N,N,N,Y,Y,HACHINOHE,40,31.6,141,31.3,27,-,-,2007.3.29,-,31953,気温、雨、日照
255,AOMORI,31602,47581,M,Ground Weather Observation Equipment,N,N,Y,Y,N,Y,Y,HACHINOHE,40,31.6,141,31.3,26,27.5,-,2007.3.29,-,-,風
256,AOMORI,31646,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,IKARIGASEKI,40,28.9,140,37.2,135,10.1,2,#1976.11.24,-,31935,-
257,AOMORI,31662,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,YASUMIYA,40,25.6,140,53.9,414,10,2,1982.10.15,-,-,湿度を除く
258,AOMORI,31671,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HERAI,40,28.1,141,10.6,125,-,-,1978.8.21,-,-,-
259,AOMORI,31721,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,SANNOHE,40,23,141,15.4,60,9.9,2,#1976.11.28,-,31955,-
260,AKITA,32056,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,HACHIMORI,40,24.8,139,56.9,34,10.1,2,(1975.5.24)1976.11.27,-,-,-
261,AKITA,32071,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,FUJISATO,40,19.2,140,17.6,68,-,-,1978.8.22,-,-,-
262,AKITA,32091,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,JIMBA,40,24.2,140,36.5,176,-,-,#,-,-,-
263,AKITA,32096,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,FUJIWARA,40,21.2,140,46.8,280,-,-,1983.9.21,-,-,-
264,AKITA,32111,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,NOSHIRO,40,11.9,140,1.9,6,19,2,#1976.11.30,-,32900,湿度を除く
265,AKITA,32126,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,TAKANOSU,40,13.6,140,22.3,29,10.3,3,#1976.4.1,-,32905,-
266,AKITA,32136,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,ODATE,40,15.1,140,30.3,49,10,2.5,#1976.11.25,-,-,湿度を除く
267,AKITA,32146,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,KEMANAI,40,12.9,140,47.2,123,10,2.5,#1976.11.26,-,32910,湿度を除く
268,AKITA,32181,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,N,WAKIGAMI,40,11.5,140,22.3,84,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
269,AKITA,32206,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,YUZE,40,7.2,140,50.4,214,10,2.5,#1976.11.27,-,-,湿度を除く
270,AKITA,32266,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,HACHIMANTAI,40,0.8,140,48.1,578,10,3.5,1978.11.7,-,-,湿度を除く
271,AKITA,32276,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,OGASHINZAN,39,56.3,139,46.9,84,-,-,1985.6.11,-,-,-
272,AKITA,32286,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,OGA,39,54.7,139,54,20,6.5,1.5,(1975.5.23)1976.11.24,-,-,湿度を除く
273,AKITA,32287,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,OGATA,40,0,139,57,-3,10,1.5,(1975.5.23)1976.11.25,-,-,湿度を除く
274,AKITA,32296,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,GOJOME,39,56.3,140,6.9,6,6.5,2,#1976.11.26,-,32915,湿度を除く
275,AKITA,32311,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,ANIAI,39,59.6,140,24.2,120,6.5,3.5,1976.12.7,-,32920,湿度を除く
276,AKITA,32312,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HITACHINAI,39,54.2,140,27,210,-,-,1976.9.28,-,-,-
277,AKITA,32376,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HINOKINAI,39,48.7,140,35.1,255,-,-,1978.10.12,-,-,-
278,AKITA,32402,47582,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,AKITA,39,43,140,5.9,6,40.8,-,1989.10.30,-,32927,-
279,AKITA,32407,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,IWAMISANNAI,39,42.4,140,17.2,41,10.1,2.5,#1976.11.25,-,-,-
280,AKITA,32408,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,NIBETSU,39,48,140,13,179,-,-,1985.6.14,-,-,-
281,AKITA,32426,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,YOROIBATA,39,46.5,140,39.9,281,-,-,1977.7.5,-,-,-
282,AKITA,32431,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TAZAWAKO-KOGEN,39,46.7,140,45.7,652,-,-,19906.8.29,-,-,-
283,AKITA,32451,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,Y,YUWA,39,36.9,140,13.1,93,10,-,2003.1.1,-,32965,日照・湿度・気圧を除く
284,AKITA,32466,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,KAKUNODATE,39,36.2,140,33.4,56,10,2,#1976.11.18,-,32930,湿度を除く
285,AKITA,32476,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,TAZAWAKO,39,41.9,140,43.9,230,6.5,2,#1976.11.19,-,-,湿度を除く
286,AKITA,32496,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,DAISHOJI,39,31.6,140,14,20,6.5,2,(1975.5.27)1976.11.20,-,32935,湿度を除く
287,AKITA,32551,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,OMAGARI,39,29.4,140,29.7,30,10,2,#1976.11.17,-,-,湿度を除く
288,AKITA,32571,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,HONJO,39,21.6,140,3.3,11,6.5,1.5,#1976.11.20,-,32940,湿度を除く
289,AKITA,32581,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,HIGASHIYURI,39,18.3,140,17.3,117,10,2.5,1976.11.17,-,-,湿度を除く
290,AKITA,32596,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,YOKOTE,39,19.2,140,33.3,59,10,2.5,#1976.4.1,-,32945,湿度を除く
291,AKITA,32616,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,KISAKATA,39,15.3,139,54.8,7,10.1,2,#1976.11.19,-,-,-
292,AKITA,32626,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,YASHIMA,39,14.1,140,8.2,46,10,2.5,#1976.11.18,-,32950,湿度を除く
293,AKITA,32681,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,JINEGO,39,6.2,140,17.6,200,-,-,1983.9.14,-,-,-
294,AKITA,32691,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,YUZAWA,39,11.2,140,27.8,74,10,2.5,#1976.11.16,-,32960,湿度を除く
